sample,total_count,population,count,percentage
sample02104,91490,b_cell,9871,10.789157
sample02104,91490,cd8_t_cell,21307,23.288884
sample02104,91490,cd4_t_cell,29139,31.849382
sample02104,91490,nk_cell,14117,15.430102
sample02104,91490,monocyte,17056,18.642475
sample02105,102546,b_cell,9324,9.092505
sample02105,102546,cd8_t_cell,30491,29.733973
sample02105,102546,cd4_t_cell,31957,31.163575
sample02105,102546,nk_cell,13671,13.331578
sample02105,102546,monocyte,17103,16.678369
sample02106,95608,b_cell,11736,12.275123
sample02106,95608,cd8_t_cell,23397,24.471802
sample02106,95608,cd4_t_cell,27516,28.780018
sample02106,95608,nk_cell,13379,13.993599
sample02106,95608,monocyte,19580,20.479458
sample02107,104806,b_cell,7559,7.212373
sample02107,104806,cd8_t_cell,26875,25.642616
sample02107,104806,cd4_t_cell,32520,31.028758
sample02107,104806,nk_cell,17210,16.420816
sample02107,104806,monocyte,20642,19.695437
sample02108,104572,b_cell,6229,5.956661
sample02108,104572,cd8_t_cell,27512,26.309146
sample02108,104572,cd4_t_cell,33957,32.472364
sample02108,104572,nk_cell,13668,13.07042
sample02108,104572,monocyte,23206,22.191409
sample02109,104432,b_cell,9198,8.807645
sample02109,104432,cd8_t_cell,24213,23.185422
sample02109,104432,cd4_t_cell,41167,39.41991
sample02109,104432,nk_cell,11216,10.740003
sample02109,104432,monocyte,18638,17.84702
sample02110,89935,b_cell,13040,14.499361
sample02110,89935,cd8_t_cell,18469,20.535943
sample02110,89935,cd4_t_cell,21240,23.617057
sample02110,89935,nk_cell,16542,18.393284
sample02110,89935,monocyte,20644,22.954356
sample02111,109056,b_cell,9425,8.642349
sample02111,109056,cd8_t_cell,38950,35.715596
sample02111,109056,cd4_t_cell,25866,23.71809
sample02111,109056,nk_cell,12018,11.020026
sample02111,109056,monocyte,22797,20.903939
sample02112,92302,b_cell,5420,5.872029
sample02112,92302,cd8_t_cell,27634,29.93868
sample02112,92302,cd4_t_cell,28967,31.382852
sample02112,92302,nk_cell,11023,11.94232
sample02112,92302,monocyte,19258,20.86412
sample02113,96430,b_cell,5413,5.613398
sample02113,96430,cd8_t_cell,27397,28.411283
sample02113,96430,cd4_t_cell,23483,24.35238
sample02113,96430,nk_cell,18389,19.069792
sample02113,96430,monocyte,21748,22.553147
sample02114,95224,b_cell,7462,7.83626
sample02114,95224,cd8_t_cell,20948,21.998656
sample02114,95224,cd4_t_cell,29348,30.819961
sample02114,95224,nk_cell,13507,14.184449
sample02114,95224,monocyte,23959,25.160674
sample02115,102404,b_cell,7734,7.552439
sample02115,102404,cd8_t_cell,15156,14.800203
sample02115,102404,cd4_t_cell,37631,36.747588
sample02115,102404,nk_cell,12536,12.241709
sample02115,102404,monocyte,29347,28.65806
sample02116,93414,b_cell,8506,9.105702
sample02116,93414,cd8_t_cell,23789,25.466204
sample02116,93414,cd4_t_cell,32429,34.715353
sample02116,93414,nk_cell,13653,14.615582
sample02116,93414,monocyte,15037,16.097159
sample02117,100822,b_cell,6129,6.07903
sample02117,100822,cd8_t_cell,20937,20.766301
sample02117,100822,cd4_t_cell,29112,28.87465
sample02117,100822,nk_cell,20995,20.823828
sample02117,100822,monocyte,23649,23.45619
sample02118,97917,b_cell,10112,10.327114
sample02118,97917,cd8_t_cell,23110,23.601622
sample02118,97917,cd4_t_cell,29780,30.413513
sample02118,97917,nk_cell,17463,17.834492
sample02118,97917,monocyte,17452,17.823258
sample02119,106227,b_cell,7200,6.777938
sample02119,106227,cd8_t_cell,18855,17.749725
sample02119,106227,cd4_t_cell,41447,39.017387
sample02119,106227,nk_cell,14147,13.317706
sample02119,106227,monocyte,24578,23.137244
sample02120,94944,b_cell,8073,8.502907
sample02120,94944,cd8_t_cell,26596,28.012302
sample02120,94944,cd4_t_cell,31249,32.913086
sample02120,94944,nk_cell,13315,14.024056
sample02120,94944,monocyte,15711,16.547649
sample02121,101229,b_cell,18117,17.897045
sample02121,101229,cd8_t_cell,26552,26.229638
sample02121,101229,cd4_t_cell,28218,27.875411
sample02121,101229,nk_cell,11155,11.019569
sample02121,101229,monocyte,17187,16.978336
sample02122,97178,b_cell,8249,8.488547
sample02122,97178,cd8_t_cell,28240,29.060075
sample02122,97178,cd4_t_cell,29753,30.617012
sample02122,97178,nk_cell,16195,16.665295
sample02122,97178,monocyte,14741,15.169071
sample02123,91620,b_cell,10806,11.794368
sample02123,91620,cd8_t_cell,19509,21.293386
sample02123,91620,cd4_t_cell,24090,26.293386
sample02123,91620,nk_cell,18174,19.83628
sample02123,91620,monocyte,19041,20.78258
sample02124,102091,b_cell,10866,10.643446
sample02124,102091,cd8_t_cell,27049,26.49499
sample02124,102091,cd4_t_cell,34795,34.082338
sample02124,102091,nk_cell,11286,11.054843
sample02124,102091,monocyte,18095,17.724383
sample02125,96799,b_cell,10569,10.918501
sample02125,96799,cd8_t_cell,24578,25.390758
sample02125,96799,cd4_t_cell,26436,27.310199
sample02125,96799,nk_cell,18016,18.611763
sample02125,96799,monocyte,17200,17.768779
sample02126,106835,b_cell,10182,9.530585
sample02126,106835,cd8_t_cell,31057,29.070061
sample02126,106835,cd4_t_cell,29440,27.556512
sample02126,106835,nk_cell,11988,11.221042
sample02126,106835,monocyte,24168,22.6218
sample02127,94891,b_cell,11386,11.99903
sample02127,94891,cd8_t_cell,36253,38.204888
sample02127,94891,cd4_t_cell,24964,26.30808
sample02127,94891,nk_cell,8804,9.278014
sample02127,94891,monocyte,13484,14.209988
sample02128,108754,b_cell,10423,9.584015
sample02128,108754,cd8_t_cell,29131,26.786141
sample02128,108754,cd4_t_cell,34147,31.398385
sample02128,108754,nk_cell,12255,11.268551
sample02128,108754,monocyte,22798,20.962907
sample02129,103510,b_cell,10934,10.563231
sample02129,103510,cd8_t_cell,26307,25.414936
sample02129,103510,cd4_t_cell,34929,33.744566
sample02129,103510,nk_cell,21294,20.571925
sample02129,103510,monocyte,10046,9.705342
sample02130,94030,b_cell,7630,8.114432
sample02130,94030,cd8_t_cell,30171,32.086568
sample02130,94030,cd4_t_cell,28130,29.915984
sample02130,94030,nk_cell,11204,11.915346
sample02130,94030,monocyte,16895,17.96767
sample02131,90138,b_cell,3911,4.338903
sample02131,90138,cd8_t_cell,24234,26.885442
sample02131,90138,cd4_t_cell,36789,40.814085
sample02131,90138,nk_cell,9877,10.957643
sample02131,90138,monocyte,15327,17.003927
sample02132,96098,b_cell,14488,15.076276
sample02132,96098,cd8_t_cell,18126,18.861995
sample02132,96098,cd4_t_cell,25623,26.663406
sample02132,96098,nk_cell,11256,11.713043
sample02132,96098,monocyte,26605,27.68528
sample02133,105238,b_cell,5457,5.185389
sample02133,105238,cd8_t_cell,28623,27.19835
sample02133,105238,cd4_t_cell,31574,30.002471
sample02133,105238,nk_cell,20474,19.45495
sample02133,105238,monocyte,19110,18.15884
sample02134,105892,b_cell,9032,8.529445
sample02134,105892,cd8_t_cell,28382,26.80278
sample02134,105892,cd4_t_cell,38125,36.003664
sample02134,105892,nk_cell,13065,12.338043
sample02134,105892,monocyte,17288,16.326068
sample02135,104775,b_cell,14884,14.205679
sample02135,104775,cd8_t_cell,21158,20.193749
sample02135,104775,cd4_t_cell,39617,37.811501
sample02135,104775,nk_cell,8162,7.790026
sample02135,104775,monocyte,20954,19.999046
sample02136,101304,b_cell,11278,11.132828
sample02136,101304,cd8_t_cell,28942,28.569454
sample02136,101304,cd4_t_cell,26934,26.587302
sample02136,101304,nk_cell,16345,16.134605
sample02136,101304,monocyte,17805,17.575811
sample02137,108651,b_cell,9647,8.878887
sample02137,108651,cd8_t_cell,31023,28.55289
sample02137,108651,cd4_t_cell,31457,28.952334
sample02137,108651,nk_cell,10738,9.88302
sample02137,108651,monocyte,25786,23.732869
sample02138,104833,b_cell,10882,10.380319
sample02138,104833,cd8_t_cell,21911,20.900861
sample02138,104833,cd4_t_cell,37870,36.124121
sample02138,104833,nk_cell,18027,17.195921
sample02138,104833,monocyte,16143,15.398777
sample02139,105717,b_cell,6881,6.508887
sample02139,105717,cd8_t_cell,39976,37.814164
sample02139,105717,cd4_t_cell,24219,22.909277
sample02139,105717,nk_cell,11273,10.663375
sample02139,105717,monocyte,23368,22.104297
sample02140,92763,b_cell,2717,2.92897
sample02140,92763,cd8_t_cell,20130,21.700462
sample02140,92763,cd4_t_cell,28497,30.720223
sample02140,92763,nk_cell,21250,22.90784
sample02140,92763,monocyte,20169,21.742505
sample02141,93455,b_cell,14236,15.233
sample02141,93455,cd8_t_cell,22056,23.600663
sample02141,93455,cd4_t_cell,24498,26.213686
sample02141,93455,nk_cell,15733,16.83484
sample02141,93455,monocyte,16932,18.117811
sample02142,91268,b_cell,5986,6.558706
sample02142,91268,cd8_t_cell,23351,25.58509
sample02142,91268,cd4_t_cell,21856,23.947057
sample02142,91268,nk_cell,19308,21.155279
sample02142,91268,monocyte,20767,22.753868
sample02143,109076,b_cell,5784,5.302725
sample02143,109076,cd8_t_cell,28058,25.723349
sample02143,109076,cd4_t_cell,39864,36.546995
sample02143,109076,nk_cell,13438,12.31985
sample02143,109076,monocyte,21932,20.107081
sample02144,105692,b_cell,19167,18.134769
sample02144,105692,cd8_t_cell,19758,18.693941
sample02144,105692,cd4_t_cell,33203,31.414866
sample02144,105692,nk_cell,16385,15.502592
sample02144,105692,monocyte,17179,16.253832
sample02145,106254,b_cell,15315,14.413575
sample02145,106254,cd8_t_cell,23492,22.109285
sample02145,106254,cd4_t_cell,28265,26.601351
sample02145,106254,nk_cell,17164,16.153745
sample02145,106254,monocyte,22018,20.722043
sample02146,96744,b_cell,10241,10.585669
sample02146,96744,cd8_t_cell,25920,26.792359
sample02146,96744,cd4_t_cell,22576,23.335814
sample02146,96744,nk_cell,20951,21.656123
sample02146,96744,monocyte,17056,17.630034
sample02147,104439,b_cell,9411,9.011002
sample02147,104439,cd8_t_cell,32703,31.313015
sample02147,104439,cd4_t_cell,28292,27.089497
sample02147,104439,nk_cell,8831,8.455654
sample02147,104439,monocyte,25202,24.130832
sample02148,91053,b_cell,11966,13.141797
sample02148,91053,cd8_t_cell,23176,25.453307
sample02148,91053,cd4_t_cell,20652,22.681296
sample02148,91053,nk_cell,16212,17.805015
sample02148,91053,monocyte,19047,20.918586
sample02149,96388,b_cell,9007,9.344524
sample02149,96388,cd8_t_cell,19909,20.655061
sample02149,96388,cd4_t_cell,35118,36.433996
sample02149,96388,nk_cell,19304,20.027389
sample02149,96388,monocyte,13050,13.53903
sample02150,101260,b_cell,10208,10.08098
sample02150,101260,cd8_t_cell,15839,15.641912
sample02150,101260,cd4_t_cell,31302,30.912502
sample02150,101260,nk_cell,16065,15.8651
sample02150,101260,monocyte,27846,27.499506
sample02151,103677,b_cell,15426,14.878903
sample02151,103677,cd8_t_cell,28198,27.197932
sample02151,103677,cd4_t_cell,31965,30.831332
sample02151,103677,nk_cell,9258,8.929657
sample02151,103677,monocyte,18830,18.162177
sample02152,102183,b_cell,10211,9.992856
sample02152,102183,cd8_t_cell,31085,30.420912
sample02152,102183,cd4_t_cell,25566,25.019817
sample02152,102183,nk_cell,13789,13.494417
sample02152,102183,monocyte,21532,21.071998
sample02153,92214,b_cell,6989,7.579109
sample02153,92214,cd8_t_cell,19862,21.539029
sample02153,92214,cd4_t_cell,30084,32.624113
sample02153,92214,nk_cell,10560,11.451623
sample02153,92214,monocyte,24719,26.806125
sample02154,95419,b_cell,8999,9.431036
sample02154,95419,cd8_t_cell,19848,20.800889
sample02154,95419,cd4_t_cell,29560,30.979155
sample02154,95419,nk_cell,19507,20.443518
sample02154,95419,monocyte,17505,18.345403
sample02155,92824,b_cell,7637,8.227398
sample02155,92824,cd8_t_cell,25054,26.990864
sample02155,92824,cd4_t_cell,28019,30.185081
sample02155,92824,nk_cell,10221,11.011161
sample02155,92824,monocyte,21893,23.585495
sample02156,103275,b_cell,12388,11.995159
sample02156,103275,cd8_t_cell,32021,31.005568
sample02156,103275,cd4_t_cell,27797,26.915517
sample02156,103275,nk_cell,10598,10.261922
sample02156,103275,monocyte,20471,19.821835
sample02157,103534,b_cell,12690,12.256843
sample02157,103534,cd8_t_cell,15943,15.398806
sample02157,103534,cd4_t_cell,24862,24.013368
sample02157,103534,nk_cell,21342,20.613518
sample02157,103534,monocyte,28697,27.717465
sample02158,93444,b_cell,9366,10.023115
sample02158,93444,cd8_t_cell,23293,24.927229
sample02158,93444,cd4_t_cell,31117,33.300158
sample02158,93444,nk_cell,12330,13.195069
sample02158,93444,monocyte,17338,18.554428
sample02159,105268,b_cell,13182,12.522324
sample02159,105268,cd8_t_cell,17306,16.439944
sample02159,105268,cd4_t_cell,35917,34.11958
sample02159,105268,nk_cell,13682,12.997302
sample02159,105268,monocyte,25181,23.92085
sample02160,94539,b_cell,7211,7.62754
sample02160,94539,cd8_t_cell,24738,26.166979
sample02160,94539,cd4_t_cell,35589,37.644782
sample02160,94539,nk_cell,12011,12.70481
sample02160,94539,monocyte,14990,15.85589
sample02161,102134,b_cell,15715,15.386649
sample02161,102134,cd8_t_cell,38952,38.138132
sample02161,102134,cd4_t_cell,24861,24.341551
sample02161,102134,nk_cell,7779,7.616465
sample02161,102134,monocyte,14827,14.517203
sample02162,106228,b_cell,16701,15.721844
sample02162,106228,cd8_t_cell,23784,22.389577
sample02162,106228,cd4_t_cell,31489,29.642844
sample02162,106228,nk_cell,14797,13.929472
sample02162,106228,monocyte,19457,18.316263
sample02163,100178,b_cell,6505,6.493442
sample02163,100178,cd8_t_cell,31293,31.237397
sample02163,100178,cd4_t_cell,22819,22.778454
sample02163,100178,nk_cell,17992,17.960031
sample02163,100178,monocyte,21569,21.530675
sample02164,103922,b_cell,4609,4.435057
sample02164,103922,cd8_t_cell,26951,25.933873
sample02164,103922,cd4_t_cell,26120,25.134235
sample02164,103922,nk_cell,15287,14.710071
sample02164,103922,monocyte,30955,29.786763
sample02165,97484,b_cell,8467,8.685528
sample02165,97484,cd8_t_cell,25166,25.815518
sample02165,97484,cd4_t_cell,24704,25.341595
sample02165,97484,nk_cell,18044,18.509704
sample02165,97484,monocyte,21103,21.647655
sample02166,102109,b_cell,10912,10.686619
sample02166,102109,cd8_t_cell,25861,25.326857
sample02166,102109,cd4_t_cell,34669,33.952933
sample02166,102109,nk_cell,13687,13.404303
sample02166,102109,monocyte,16980,16.629288
sample02167,97755,b_cell,5461,5.586415
sample02167,97755,cd8_t_cell,16959,17.348473
sample02167,97755,cd4_t_cell,38098,38.972943
sample02167,97755,nk_cell,15961,16.327554
sample02167,97755,monocyte,21276,21.764616
sample02168,95270,b_cell,7488,7.859767
sample02168,95270,cd8_t_cell,25468,26.732445
sample02168,95270,cd4_t_cell,24622,25.844442
sample02168,95270,nk_cell,14033,14.729716
sample02168,95270,monocyte,23659,24.833631
sample02169,88926,b_cell,5273,5.929649
sample02169,88926,cd8_t_cell,27536,30.965072
sample02169,88926,cd4_t_cell,28741,32.320131
sample02169,88926,nk_cell,7174,8.067382
sample02169,88926,monocyte,20202,22.717765
sample02170,101575,b_cell,6111,6.016244
sample02170,101575,cd8_t_cell,27310,26.886537
sample02170,101575,cd4_t_cell,28771,28.324883
sample02170,101575,nk_cell,16081,15.831651
sample02170,101575,monocyte,23302,22.940684
sample02171,95918,b_cell,6285,6.552472
sample02171,95918,cd8_t_cell,21803,22.730874
sample02171,95918,cd4_t_cell,26631,27.76434
sample02171,95918,nk_cell,13997,14.592673
sample02171,95918,monocyte,27202,28.359641
sample02172,92642,b_cell,10152,10.958313
sample02172,92642,cd8_t_cell,27348,29.520088
sample02172,92642,cd4_t_cell,23231,25.076099
sample02172,92642,nk_cell,14232,15.362363
sample02172,92642,monocyte,17679,19.083137
sample02173,111800,b_cell,10816,9.674419
sample02173,111800,cd8_t_cell,27341,24.455277
sample02173,111800,cd4_t_cell,38355,34.306798
sample02173,111800,nk_cell,16625,14.870304
sample02173,111800,monocyte,18663,16.693202
sample02174,99281,b_cell,5456,5.495513
sample02174,99281,cd8_t_cell,15771,15.885215
sample02174,99281,cd4_t_cell,31456,31.683807
sample02174,99281,nk_cell,20434,20.581984
sample02174,99281,monocyte,26164,26.353482
sample02175,103895,b_cell,10020,9.644352
sample02175,103895,cd8_t_cell,26528,25.533471
sample02175,103895,cd4_t_cell,31829,30.635738
sample02175,103895,nk_cell,12483,12.015015
sample02175,103895,monocyte,23035,22.171423
sample02176,99787,b_cell,7470,7.485945
sample02176,99787,cd8_t_cell,24076,24.127391
sample02176,99787,cd4_t_cell,32096,32.16451
sample02176,99787,nk_cell,14613,14.644192
sample02176,99787,monocyte,21532,21.577961
sample02177,90006,b_cell,5064,5.626292
sample02177,90006,cd8_t_cell,21820,24.242828
sample02177,90006,cd4_t_cell,30326,33.693309
sample02177,90006,nk_cell,17694,19.658689
sample02177,90006,monocyte,15102,16.778881
sample02178,111328,b_cell,12492,11.220897
sample02178,111328,cd8_t_cell,25501,22.906187
sample02178,111328,cd4_t_cell,27473,24.677529
sample02178,111328,nk_cell,23209,20.847406
sample02178,111328,monocyte,22653,20.347981
sample02179,103084,b_cell,10897,10.570991
sample02179,103084,cd8_t_cell,17853,17.318886
sample02179,103084,cd4_t_cell,38704,37.546079
sample02179,103084,nk_cell,15464,15.001358
sample02179,103084,monocyte,20166,19.562687
sample02180,107565,b_cell,8504,7.905917
sample02180,107565,cd8_t_cell,22408,20.832055
sample02180,107565,cd4_t_cell,42276,39.302747
sample02180,107565,nk_cell,13333,12.395296
sample02180,107565,monocyte,21044,19.563985
sample02181,90256,b_cell,6694,7.416681
sample02181,90256,cd8_t_cell,25144,27.858536
sample02181,90256,cd4_t_cell,27063,29.98471
sample02181,90256,nk_cell,13871,15.368507
sample02181,90256,monocyte,17484,19.371565
sample02182,99519,b_cell,9179,9.223364
sample02182,99519,cd8_t_cell,27328,27.460083
sample02182,99519,cd4_t_cell,33664,33.826706
sample02182,99519,nk_cell,15743,15.81909
sample02182,99519,monocyte,13605,13.670756
sample02183,105690,b_cell,11372,10.759769
sample02183,105690,cd8_t_cell,18939,17.919387
sample02183,105690,cd4_t_cell,39049,36.946731
sample02183,105690,nk_cell,18365,17.376289
sample02183,105690,monocyte,17965,16.997824
sample02184,106102,b_cell,6246,5.886788
sample02184,106102,cd8_t_cell,17732,16.71222
sample02184,106102,cd4_t_cell,33969,32.015419
sample02184,106102,nk_cell,21427,20.194718
sample02184,106102,monocyte,26728,25.190854
sample02185,99291,b_cell,6892,6.941213
sample02185,99291,cd8_t_cell,29329,29.538427
sample02185,99291,cd4_t_cell,26425,26.613691
sample02185,99291,nk_cell,8817,8.879959
sample02185,99291,monocyte,27828,28.026709
sample02186,100668,b_cell,5874,5.835022
sample02186,100668,cd8_t_cell,26620,26.443358
sample02186,100668,cd4_t_cell,39090,38.830612
sample02186,100668,nk_cell,15023,14.923312
sample02186,100668,monocyte,14061,13.967696
sample02187,110043,b_cell,12237,11.120198
sample02187,110043,cd8_t_cell,35857,32.584535
sample02187,110043,cd4_t_cell,27252,24.764865
sample02187,110043,nk_cell,14369,13.057623
sample02187,110043,monocyte,20328,18.472779
sample02188,111013,b_cell,19972,17.990686
sample02188,111013,cd8_t_cell,29780,26.825687
sample02188,111013,cd4_t_cell,26280,23.672903
sample02188,111013,nk_cell,10384,9.353859
sample02188,111013,monocyte,24597,22.156865
